id,link,title,author,image_link,publisher,description,genre,format,subject,audience,collection
1060,http://catalog.douglascountylibraries.org//Record/1060,Dinner at the Homesick Restaurant,"Tyler, Anne",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780394523811&upc=&id=1060&size=small,Knopf :,"Pearl Tull is nearing the end of her life, but not her memory. Ever since 1944 when her husband left her, she has raised her three very different children on her own. Now grown, they have gathered together--with anger, with hope, and with a beautiful, harsh, and dazzling story to tell ...",,Book,Families Fiction;Runaway husbands Fiction;Mothers Death Fiction,,Books
4622,http://catalog.douglascountylibraries.org//Record/4622,Danny and the dinosaur,"Hoff, Syd, 1912-2004",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780060224653&upc=&id=4622&size=small,"Harper & Row,",A little boy is surprised and pleased when one of the dinosaurs from the museum agrees to play with him.,,Book,Dinosaurs Juvenile fiction;Play Juvenile fiction,Juvenile,Books
5048,http://catalog.douglascountylibraries.org//Record/5048,The BFG,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=5048&size=small,,"Kidsnatched from her orphanage by a BFG (Big Friendly Giant), who spends his life blowing happy dreams to children, Sophie concocts with him a plan to save the world from nine other man-gobbling cannybull giants.",,,,,
18833,http://catalog.douglascountylibraries.org//Record/18833,The Berenstain bears and the truth,"Berenstain, Stan, 1923-2005;Berenstain, Jan, 1923-2012",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780812407273&upc=&id=18833&size=small,"Random House,",Brother and Sister Bear learn how important it is to tell the truth after they accidentally break Mama Bear's most favorite lamp.,,Picture Book,Honesty Juvenile fiction;Bears Juvenile fiction,,Books
19851,http://catalog.douglascountylibraries.org//Record/19851,The horse and his boy,"Lewis, C. S. 1898-1963",http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=19851&size=small,,A boy and a talking horse share an adventurous and dangerous journey to Narnia to warn of invading barbarians.,,Book,,Juvenile,
20314,http://catalog.douglascountylibraries.org//Record/20314,Where the red fern grows :the story of two dogs and a boy,"Rawls, Wilson",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780385323307&upc=&id=20314&size=small,Bantam :,,,Book,Dogs Juvenile fiction;Human-animal relationships Juvenile fiction;Hunting dogs Juvenile fiction,Juvenile,Books
20472,http://catalog.douglascountylibraries.org//Record/20472,Winnie-the-Pooh,"Milne, A. A. 1882-1956",http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=20472&size=small,E. P. Dutton :,,,Book,"Owl (Fictitious character) Juvenile fiction;Robin, Christopher (Fictitious character) Juvenile fiction;Teddy bears Juvenile fiction;Bears Juvenile fiction;Winnie-the-Pooh (Fictitious character) Juvenile fiction;Eeyore (Fictitious character) Juvenile fiction;Tigger (Fictitious character) Juvenile fiction;Piglet (Fictitious character) Juvenile fiction",Juvenile,Books
22749,http://catalog.douglascountylibraries.org//Record/22749,Mike Mulligan and his steam shovel,"Burton, Virginia Lee, 1909-1968",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780395169612&upc=&id=22749&size=small,"Houghton Mifflin Company,",,,Picture Book,Steam shovels Juvenile fiction,Juvenile,Books
23465,http://catalog.douglascountylibraries.org//Record/23465,Watership Down,"Adams, Richard, 1920-",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780743277709&upc=&id=23465&size=small,"Perennial,",,Adventure stories;Fantasy fiction,Book,Rabbits Fiction;Heroes Juvenile fiction,,Books
23492,http://catalog.douglascountylibraries.org//Record/23492,A Lantern in her hand,"Aldrich, Bess Streeter, 1881-1954",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0140384286&upc=&id=23492&size=small,"D. Appleton & Company,","After marrying Will Deal and moving to Nebraska, Abbie endures the difficulties of frontier life and raises her children to pursue the ambitions that were once her own.",,Book,Pioneers Fiction;Frontier and pioneer life Nebraska Fiction;Families Nebraska Fiction,,Books
24728,http://catalog.douglascountylibraries.org//Record/24728,Ten apples up on top!,"LeSieg, Theo., 1904-1991",http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=24728&size=small,"Random House, Inc.,","A lion, a dog, and a tiger balance apples on their heads.",,Book,Counting Juvenile fiction;Animals Juvenile fiction,Juvenile,Books
24767,http://catalog.douglascountylibraries.org//Record/24767,Frog and Toad together,"Lobel, Arnold",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780060239596&upc=&id=24767&size=small,Harper & Row :,"Five further adventures of two best friends as they share cookies, plant a garden, and test their bravery.",,Book,Reading rainbow (Television program) Featured book Juvenile fiction;Friendship Juvenile fiction;Frogs Juvenile fiction;Toads Juvenile fiction,Juvenile,Books
24969,http://catalog.douglascountylibraries.org//Record/24969,Little bear's friend,"Minarik, Else Holmelund",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780060242565&upc=&id=24969&size=small,"Harper,",,,Book,Bears Juvenile fiction;Friendship Juvenile fiction,Juvenile,Books
28074,http://catalog.douglascountylibraries.org//Record/28074,All quiet on the western front,"Remarque, Erich Maria, 1898-1970;Wheen, A. W. 1897-1971",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780449911495&upc=&id=28074&size=small,"Little, Brown ;",,War stories,Book,"World War, 1914-1918 Fiction",,Books
34323,http://catalog.douglascountylibraries.org//Record/34323,The hunt for Red October,"Clancy, Tom, 1947-2013",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780425240335&upc=&id=34323&size=small,"Berkley Books,","Somewhere under the Atlantic, a Soviet sub commander has just made a fateful decision: the Red October is heading west. The Americans want her. The Russians want her back. And the most incredible chase in history is on.",Suspense fiction,Book,"United States. Central Intelligence Agency Fiction;Ryan, Jack, Sr. (Fictitious character) Fiction;Intelligence service United States Fiction;Nuclear submarines Security measures Soviet Union Fiction;Defectors Soviet Union Fiction",,Books
36614,http://catalog.douglascountylibraries.org//Record/36614,The very busy spider,"Carle, Eric",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780399211669&upc=&id=36614&size=small,"Philomel Books,","The farm animals try to divert a busy little spider from spinning her web, but she persists and produces a thing of both beauty and usefulness. The pictures may be felt as well as seen.",,Picture Book,Spiders Juvenile fiction;Spider webs Juvenile fiction;Domestic animals Juvenile fiction,Juvenile,Books
37542,http://catalog.douglascountylibraries.org//Record/37542,"Roll of thunder, hear my cry","Taylor, Mildred D",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780881030433&upc=&id=37542&size=small,Bantam Books :,A black family living in the South during the 1930's are faced with prejudice and discrimination which their children don't understand.,,Book,African Americans Juvenile fiction;Racism Southern States Juvenile fiction;Colorado authors and artists,Juvenile,Books
37997,http://catalog.douglascountylibraries.org//Record/37997,Skeleton crew,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=37997&size=small,,,,,,,
41455,http://catalog.douglascountylibraries.org//Record/41455,From the mixed-up files of Mrs. Basil E. Frankweiler,"Konigsburg, E. L",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780689711817&upc=&id=41455&size=small,Dell :,,,Book,"Metropolitan Museum of Art (New York, N.Y.) Juvenile fiction;Runaways Juvenile fiction;Brothers and sisters Juvenile fiction;Self-acceptance Juvenile fiction;Detective and mystery stories",Juvenile,Books
54011,http://catalog.douglascountylibraries.org//Record/54011,The tiny seed,"Carle, Eric",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9781416979173&upc=&id=54011&size=small,Picture Book Studio :,,,Picture Book,Seeds Dispersal Juvenile fiction;Plants Juvenile fiction;Seeds Juvenile fiction;Plants Development Juvenile fiction,Juvenile,Books
56974,http://catalog.douglascountylibraries.org//Record/56974,Rooster's off to see the world,"Carle, Eric",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0887080421&upc=&id=56974&size=small,Picture Book Studio ;,"A simple introduction to the meaning of numbers and sets as a rooster, on its way to see the world, is joined by fourteen animals along the way.",,Picture Book,Numerals Juvenile fiction;Counting Juvenile fiction;Animals Juvenile fiction,Juvenile,Books
79031,http://catalog.douglascountylibraries.org//Record/79031,"The little mouse, the red ripe strawberry, and the big hungry bear","Wood, Audrey;Wood, Don, 1945-",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780859531825&upc=&id=79031&size=small,"Child's Play (International) Ltd.,",,,Picture Book,Mice Juvenile fiction;Bears Juvenile fiction;Fruit Juvenile fiction,Juvenile,Books
94419,http://catalog.douglascountylibraries.org//Record/94419,Clifford's riddles,"Bridwell, Norman",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0881032050&upc=&id=94419&size=small,Four Winds Press :,,,Picture Book,Clifford (Fictitious character : Bridwell) Juvenile fiction;Dogs Juvenile fiction;Riddles Juvenile fiction,Juvenile,Books
94825,http://catalog.douglascountylibraries.org//Record/94825,"Clifford, the small red puppy","Bridwell, Norman",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780590442947&upc=&id=94825&size=small,"Scholastic,",,,Picture Book,Dogs Juvenile fiction;Puppies Juvenile fiction,Juvenile,Books
96256,http://catalog.douglascountylibraries.org//Record/96256,The essential Calvin and Hobbes :a Calvin and Hobbes treasury,"Watterson, Bill",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780836218053&upc=&id=96256&size=small,"Andrews and McMeel,",,,Book,Calvin and Hobbes (Comic strip);Tiger Juvenile fiction;Boys Juvenile fiction;Imaginary companions Juvenile fiction;Calvin (Fictitious character : Watterson) Fiction;Hobbes (Fictitious character) Fiction,Juvenile,Books
96259,http://catalog.douglascountylibraries.org//Record/96259,Clifford and the grouchy neighbors,"Bridwell, Norman",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780758770301&upc=&id=96259&size=small,"Scholastic, Inc.,",,,Picture Book,Clifford (Fictitious character : Bridwell) Juvenile fiction;Dogs Juvenile fiction;Neighbors Juvenile fiction,Juvenile,Books
100029,http://catalog.douglascountylibraries.org//Record/100029,"Dinosaurs, dinosaurs","Barton, Byron",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780690047684&upc=9780694002696&id=100029&size=small,Crowell :,"In prehistoric days there were many different kinds of dinosaurs, big and small, those with spikes and those with long, sharp teeth.",,Picture Book,Dinosaurs Juvenile fiction;High interest-low vocabulary books Juvenile fiction,Juvenile,Books
104847,http://catalog.douglascountylibraries.org//Record/104847,If you give a moose a muffin,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=104847&size=small,,Chaos can ensue if you give a moose a muffin and start him on a cycle of urgent requests.,,,,,
113008,http://catalog.douglascountylibraries.org//Record/113008,Kipper,"Inkpen, Mick",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0316418838&upc=&id=113008&size=small,"Little, Brown ;","Tired of his old blanket and basket, Kipper the dog searches among the animals outside for a new place to sleep.",,Picture Book,Dogs Juvenile fiction;House cleaning Juvenile fiction;Animals Juvenile fiction,Juvenile,Books
133908,http://catalog.douglascountylibraries.org//Record/133908,The case of the midnight rustler,"Erickson, John R., 1943-;Holmes, Gerald L",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0877192197&upc=&id=133908&size=small,Maverick Books ;,Hank the cowdog investigates the mystery of a cattle rustler who works by night.,,Book,"Dogs West (U.S.) Juvenile fiction;Humorous stories, American West (U.S.) Juvenile fiction",Juvenile,Books
142450,http://catalog.douglascountylibraries.org//Record/142450,"The Hobbit :or, There and back again",,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=142450&size=small,,"The adventures of the well-to-do Hobbit, Bilbo Baggins, who lived happily in his comfortable home until a wandering wizard granted his wish.",,,,,
151081,http://catalog.douglascountylibraries.org//Record/151081,Barnyard banter,"Fleming, Denise, 1950-",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780805019575&upc=&id=151081&size=small,"Holt,","All the farm animals are where they should be, clucking and mucking, mewing and cooing, except for the missing goose.",Stories in rhyme,Picture Book,Domestic animals Juvenile fiction;Animal sounds Juvenile fiction,Juvenile,Books
163640,http://catalog.douglascountylibraries.org//Record/163640,The Bellmaker :a tale from Redwall,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=163640&size=small,,"Worried about his daughter Mariel, Joseph the Bellmaker is led by a dream from Redwall Abbey to Southsward, where he is caught up in the battle between Squirrelking Gael and the vicious Foxwolf Nagru.",,,,,
168760,http://catalog.douglascountylibraries.org//Record/168760,The very lonely firefly,"Carle, Eric",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780399227745&upc=&id=168760&size=small,"Philomel Books,",A lonely firefly goes out into the night searching for other fireflies.,Toy and movable books,Picture Book,Fireflies Juvenile fiction,Juvenile,Books
168770,http://catalog.douglascountylibraries.org//Record/168770,Splash!,"Jonas, Ann",http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=168770&size=small,,"A little girl's turtle, fish, frogs, dog, and cat jump in and out of a backyard pond, constantly changing the answer to the question ""How many are in my pond?""",,Picture Book,,Juvenile,
200800,http://catalog.douglascountylibraries.org//Record/200800,The hundred secret senses,"Tan, Amy",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780399141140&upc=&id=200800&size=small,"G.P. Putnam's Sons,",,Love stories,Book,Women Fiction;Sisters Fiction;Mothers and daughters Fiction,,Books
201786,http://catalog.douglascountylibraries.org//Record/201786,The giant jam sandwich,"Lord, John Vernon",http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=201786&size=small,,"When four million wasps fly into their village, the citizens of Itching Down devise a way of getting rid of them.",,Picture Book,,Juvenile,
203561,http://catalog.douglascountylibraries.org//Record/203561,Afternoon on the Amazon,"Murdocca, Sal;Osborne, Mary Pope",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780758779175&upc=&id=203561&size=small,"Random House,","Eight-year-old Jack, his seven-year-old sister, Annie, and Peanut the mouse ride in a tree house to the Amazon rain forest, where they encounter flesh-eating piranhas, hungry crocodiles, and wild jaguars.",Adventure stories,Book,Magic Juvenile fiction;Tree houses Juvenile fiction;Rain forests Juvenile fiction;Rain forest animals Juvenile fiction,Juvenile,Books
203751,http://catalog.douglascountylibraries.org//Record/203751,"Mush, a dog from space","Pinkwater, Daniel Manus, 1941-",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0689803176&upc=&id=203751&size=small,"Macmillan Books for Young Readers,","Kelly Mangiaro, who has wanted a pet for as long as she can remember, gets more than she bargained for from her new dog, Mush.",,Book,"Dogs Juvenile fiction;Moving, Household Juvenile fiction",Juvenile,Books
241088,http://catalog.douglascountylibraries.org//Record/241088,I spy spooky night :a book of picture riddles,"Marzollo, Jean;Wick, Walter, 1953-",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780590481373&upc=&id=241088&size=small,"Scholastic Inc.,",Rhyming verses ask readers to find hidden objects in the photographs.,"Picture puzzles;Riddles, Juvenile",Picture Book,,Juvenile,Books
244511,http://catalog.douglascountylibraries.org//Record/244511,Tribulation force :the continuing drama of those left behind,"LaHaye, Tim F;Jenkins, Jerry B",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9781414334912&upc=&id=244511&size=small,"Tyndale House,",,Fantasy fiction;Christian fiction,Book,Rapture (Christian eschatology) Fiction;End of the world Biblical teaching Fiction;Apocalyptic literature;Prophecy Christianity Fiction;Colorado authors and artists,General,Books
258081,http://catalog.douglascountylibraries.org//Record/258081,McDuff moves in,"Wells, Rosemary",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0786803185&upc=&id=258081&size=small,"Hyperion Books for Children,",A little white dog that nobody seems to want finds just the right home--and a name.,,Picture Book,Dogs Juvenile fiction;Pets Juvenile fiction,Juvenile,Books
280164,http://catalog.douglascountylibraries.org//Record/280164,The best nest,"Eastman, P. D",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780394800516&upc=&id=280164&size=small,"Beginner Books,",Mr. and Mrs. Bird search for a place to build a new nest only to discover their old one is better.,,Book,Birds Juvenile fiction;Nest building Juvenile fiction;Home Juvenile fiction,Juvenile,Books
281320,http://catalog.douglascountylibraries.org//Record/281320,Clifford's first Autumn,"Bridwell, Norman",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780590341301&upc=&id=281320&size=small,"Scholastic,",,,Picture Book,Dogs Juvenile fiction;Autumn Juvenile fiction,Juvenile,Books
281712,http://catalog.douglascountylibraries.org//Record/281712,Saturday night at the dinosaur stomp,"Shields, Carol Diggory;Nash, Scott, 1959-",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780763606961&upc=&id=281712&size=small,"Candlewick Press,","When it's rock 'n' roll time during the prehistoric era, many different kinds of dinosaurs gather to twist, twirl, and tromp at a Saturday night party.",Stories in rhyme,Picture Book,Dinosaurs Juvenile fiction;Parties Juvenile fiction,Juvenile,Books
304841,http://catalog.douglascountylibraries.org//Record/304841,The Transall saga,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=304841&size=small,,"While backpacking in the desert, thirteen-year-old Mark falls into a tube of blue light and is transported into a more primitive world, where he must use his knowledge and skills to survive.",,,,,
306021,http://catalog.douglascountylibraries.org//Record/306021,Clifford at the circus,"Bridwell, Norman",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780329796631&upc=&id=306021&size=small,"Scholastic,",,,Picture Book,Clifford (Fictitious character : Bridwell) Juvenile fiction;Circus Juvenile fiction;Dogs Juvenile fiction,Juvenile,Books
318799,http://catalog.douglascountylibraries.org//Record/318799,The poisonwood Bible :a novel,"Kingsolver, Barbara",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780060786502&upc=&id=318799&size=small,HarperFlamingo :,,Domestic fiction,Book,Missionaries Congo (Democratic Republic) Fiction;Americans Congo (Democratic Republic) Fiction;Families Congo (Democratic Republic) Fiction;Mothers and daughters Fiction,,Books
328414,http://catalog.douglascountylibraries.org//Record/328414,Technology in the time of ancient Egypt,"Crosher, Judith",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780817248758&upc=&id=328414&size=small,"Raintree Steck-Vaughn,","Describes many of the innovative inventions that the Egyptians incorporated into their daily life, including ground looms, glass pots, and wooden sledges.",,Book,Technology Egypt Juvenile literature,Juvenile,Books
336803,http://catalog.douglascountylibraries.org//Record/336803,Brian's return,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=336803&size=small,,"After having survived alone in the wilderness, Brian finds that he can no longer live in the city but must return to the place where he really belongs.",,,,,
357922,http://catalog.douglascountylibraries.org//Record/357922,"Welcome to Felicity's world, 1774 :growing up in Colonial America","Young, Jamie;Gourley, Catherine, 1950-;Pleasant Company Publications",http://catalog.douglascountrylibraries.org/bookcover.php?isn=1562477684&upc=&id=357922&size=small,"Pleasant Co. Publications,","Provides an in-depth look at daily life and historical events in the American colonies during the Revolutionary War, including home life, work, medicine, and play.",,Book,,Juvenile,Books
358651,http://catalog.douglascountylibraries.org//Record/358651,Gaslights and gingerbread :Colorado's historic homes,"Dallas, Sandra",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0804008388&upc=&id=358651&size=small,"Swallow Press,",,,Local History,Douglas County History Research Center (Colo.);Historic buildings Colorado;Dwellings Colorado,,Other
359117,http://catalog.douglascountylibraries.org//Record/359117,The very clumsy click beetle,"Carle, Eric",http://catalog.douglascountrylibraries.org/bookcover.php?isn=039923201X&upc=&id=359117&size=small,"Philomel Books,",A clumsy young click beetle learns to land on its feet with encouragement from various animals and a wise old beetle. An electronic chip with a built-in battery creates clicking sounds to accompany the story.,Sound effects books;Toy and movable books,Picture Book,Beetles Juvenile fiction;Animals Juvenile fiction;Clumsiness Juvenile fiction,Juvenile,Books
365396,http://catalog.douglascountylibraries.org//Record/365396,Curious George at the parade :based on the original character by Margret and H.A. Rey,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=365396&size=small,,George's curiosity creates chaos at a holiday parade.,,,,,
365820,http://catalog.douglascountylibraries.org//Record/365820,Maisy's bedtime,"Cousins, Lucy",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9781415505373&upc=&id=365820&size=small,"Candlewick Press,",Maisy the mouse and her toy panda get ready for bed.,,Picture Book,Bedtime Juvenile fiction;Mice Juvenile fiction;Animals Juvenile fiction,Juvenile,Books
369448,http://catalog.douglascountylibraries.org//Record/369448,The complete Tightwad gazette :promoting thrift as a viable alternative lifestyle,"Dacyczyn, Amy",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780375752254&upc=&id=369448&size=small,"Villard Books,",,,Book,"Consumer education;Finance, Personal;Saving and investment",,Books
386298,http://catalog.douglascountylibraries.org//Record/386298,How do dinosaurs say good night?,"Teague, Mark;Yolen, Jane",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780590316811&upc=&id=386298&size=small,"Blue Sky Press,","Mother and child ponder the different ways a dinosaur can say goodnight, from slamming his tail and pouting to giving a big hug and kiss.",Stories in rhyme,Picture Book,Bedtime Juvenile fiction;Dinosaurs Juvenile fiction;Human behavior Juvenile fiction,Juvenile,Books
389867,http://catalog.douglascountylibraries.org//Record/389867,Clifford gets a job,"Bridwell, Norman",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0590442961&upc=&id=389867&size=small,"Scholastic Inc.,",,,Picture Book,Clifford (Fictitious character : Bridwell) Juvenile fiction;Dogs Juvenile fiction;Occupations Juvenile fiction,Juvenile,Books
414342,http://catalog.douglascountylibraries.org//Record/414342,The new encyclopedia of the dog,"Fogle, Bruce;Morgan, Tracy",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780789461308&upc=&id=414342&size=small,"Dorling Kindersley,",,,Book,Dogs Encyclopedias;Dog breeds Encyclopedias,,Books
441358,http://catalog.douglascountylibraries.org//Record/441358,Guts :the true stories behind Hatchet and the Brian books,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=441358&size=small,,"The author relates incidents in his life and how they inspired parts of his books about the character, Brian Robeson.",,,,,
445271,http://catalog.douglascountylibraries.org//Record/445271,The Marshall Mathers LP,"Dido, 1971-;Dr. Dre, 1965-;Eminem, 1972-;Snoop Lion, 1972-",http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=606949062927&id=445271&size=small,"Aftermath Ent.,",,Popular music;Rap (Music),Music CD,,General,Music
446955,http://catalog.douglascountylibraries.org//Record/446955,Maisy goes shopping,"Cousins, Lucy",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780763615031&upc=&id=446955&size=small,"Candlewick Press,",,,Picture Book,Mice Juvenile fiction;Shopping Juvenile fiction;Friendship Juvenile fiction,Juvenile,Books
446970,http://catalog.douglascountylibraries.org//Record/446970,Rufus M.,"Estes, Eleanor, 1906-1988;Slobodkin, Louis, 1903-1975",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780152025717&upc=&id=446970&size=small,"Harcourt,","The adventures of seven-year-old Rufus Moffat, living with his widowed mother and older siblings including his encounter with an invisible piano player and his attempts at ventriloquism.",,Book,Brothers and sisters Juvenile fiction;Families Juvenile fiction,Juvenile,Books
447257,http://catalog.douglascountylibraries.org//Record/447257,Oops-- I did it again,"Spears, Britney",http://catalog.douglascountrylibraries.org/bookcover.php?isn=01241417042&upc=012414170422&id=447257&size=small,"Zomba Recording Corp.,",,Dance-Pop music;Rap (Music),Music CD,Popular music 1991-2000,General,Music
462006,http://catalog.douglascountylibraries.org//Record/462006,Rumours,,http://catalog.douglascountrylibraries.org/bookcover.php?isn=null&upc=&id=462006&size=small,,,,,,,
465429,http://catalog.douglascountylibraries.org//Record/465429,Taggerung :a tale from Redwall,"Jacques, Brian;Standley, Peter",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780441009688&upc=&id=465429&size=small,"Ace Books,","A young otter, kidnapped in his infancy and raised as a warrior-thief by a band of vermin, leaves the tribe and goes off to seek adventures of his own.",Fantasy fiction,Book,Otters Fiction;Animals Fiction,,Books
476126,http://catalog.douglascountylibraries.org//Record/476126,Hunting season,"Barr, Nevada",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0399148469&upc=&id=476126&size=small,"G. P. Putnam's Sons,",,Mystery fiction,Book,"Pigeon, Anna (Fictitious character) Fiction;Women park rangers Fiction;Detective and mystery stories;Murder Fiction",,Books
476640,http://catalog.douglascountylibraries.org//Record/476640,Greenish eggs and dinosaurs,"Greenburg, Dan;Davis, Jack E",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0448425467&upc=&id=476640&size=small,"Grosset & Dunlap,",,,Book,Dinosaurs Juvenile fiction;Dinosaurs Eggs Juvenile fiction;Fathers and sons Juvenile fiction,Juvenile,Books
481035,http://catalog.douglascountylibraries.org//Record/481035,Southampton Row,"Perry, Anne",http://catalog.douglascountrylibraries.org/bookcover.php?isn=034544003X&upc=&id=481035&size=small,"Ballantine Books,",,"Detective and mystery stories, English;Mystery fiction",Book,"Pitt, Charlotte (Fictitious character) Fiction;Pitt, Thomas (Fictitious character) Fiction;Police England London Fiction;Police spouses England London Fiction;Historical fiction, English;Conspiracies England London Fiction;Murder England London Fiction",,Books
490688,http://catalog.douglascountylibraries.org//Record/490688,Body,"Wyse, Elizabeth",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780716647102&upc=&id=490688&size=small,"World Book/Two-can,",Introduces basic facts about the human body with instructions for related experiments and projects.,,Book,Human anatomy Juvenile literature;Human body Experiments Juvenile literature,Juvenile,Books
492299,http://catalog.douglascountylibraries.org//Record/492299,From here to eternity,"Taradash, Daniel, 1913-2003;Lancaster, Burt, 1913-1994;Columbia Pictures;Columbia TriStar Home Entertainment (Firm);Sinatra, Frank, 1915-1998;Kerr, Deborah, 1921-2007;Jones, James, 1921-1977",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0800178831&upc=043396053199&id=492299&size=small,"Columbia Pictures,",,Feature films,DVD,"World War, 1939-1945 Drama;Man-woman relationships Hawaii Drama;World War, 1939-1945 Hawaii Drama",General,DVD
498475,http://catalog.douglascountylibraries.org//Record/498475,Death in Paradise :a Jesse Stone novel,"Parker, Robert B., 1932-2010",http://catalog.douglascountrylibraries.org/bookcover.php?isn=078623850X&upc=&id=498475&size=small,"Thorndike Press,",,Large type books;Mystery fiction,Large Type,"Stone, Jesse (Fictitious character) Fiction;Police Massachusetts Fiction;Police chiefs Fiction;Murder Fiction;Detective and mystery stories",,Books
500181,http://catalog.douglascountylibraries.org//Record/500181,Fly away home,"Ballard, Carroll;Veitch, John;Columbia Pictures;Daniels, Jeff, 1955-;Columbia TriStar Home Entertainment (Firm);Rodat, Robert;McKewin, Vince;Paquin, Anna;Lishman, William;Baum, Carol;Sandollar Productions",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0767862007&upc=043396060463&id=500181&size=small,"Distr. Columbia Tristar Home Entertainment,","After her mother dies, fourteen-year-old Amy Alden comes to live with her eccentric inventor father on a farm in Canada, and the two of them grow closer as they raise a group of young goslings and help them learn to migrate.",Feature films;Video recordings for the hearing impaired,DVD,Canada goose Migration North America Drama;Canada goose Behavior Drama;Birds Flight Drama;Fathers and daughters Drama;Inventors Drama;Imprinting (Psychology) Drama;Ultralight aircraft Piloting Drama,General,DVD
507002,http://catalog.douglascountylibraries.org//Record/507002,Their eyes were watching God :a novel,"Washington, Mary Helen;Gates, Henry Louis, Jr;Hurston, Zora Neale",http://catalog.douglascountrylibraries.org/bookcover.php?isn=9780061120060&upc=&id=507002&size=small,,,Psychological fiction,Book,African American women Fiction;Self-realization Fiction,,Books
519741,http://catalog.douglascountylibraries.org//Record/519741,The life cycle of a wolf,"Bishop, Amanda;Reiach, Margaret Amy;Kalman, Bobbie",http://catalog.douglascountrylibraries.org/bookcover.php?isn=0778706877&upc=&id=519741&size=small,"Crabtree Pub. Co.,","An introduction to the wolf, including some of the different types, pack structure, reproduction, hunting, and dangers faced by wolves in the wild.",,Book,Wolves Life cycles Juvenile literature;Wolves Juvenile literature,Juvenile,Books
